tweet_id,tweet_url
1591561150713724928,https://momswhosave.com/sams-club-membership-discount-3/
1591536598440505344,https://twitter.com/i/web/status/1591536598440505344
1591524602559492096,https://twitter.com/i/web/status/1591524602559492096
1591518520575148032,https://twitter.com/i/web/status/1591518520575148032
1591509435712765954,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fnight-owl-wi-fi-bluetooth-nvr-with-4-cameras-with-audio-security-system%2FP03000978%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1591494335882792961,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fshark-ultralight-pet-corded-stick-vacuum-with-self-cleaning-brushroll%2FP03000659%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1591492636028063745,https://momswhosave.com/sams-club-membership-discount-3/
1591464212768989195,https://twitter.com/i/web/status/1591464212768989195
1591449010178789377,https://twitter.com/i/web/status/1591449010178789377
1591293499387031552,https://twitter.com/i/web/status/1591293499387031552
1591192909629771776,https://momswhosave.com/sams-club-membership-discount-3/
1591192809259900941,https://momswhosave.com/sams-club-membership-discount-3/
1590762161575723008,https://bit.ly/3R0hk65
1590504043251580928,https://bit.ly/3R0hk65
1590432813849116672,https://bit.ly/3R0hk65
1590401126482038785,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Flarson-leather-power-recliner-theatre-3pc%2Fprod20591042%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1590398105706500096,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fsamsung-soundbar-wireless-2-1-dolby-audio-wireless-subwoofer%2FP03007504%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1590379736320057344,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fphilips-sonicare-protectiveclean-4300-rechargeable-toothbrush%2Fprod22070494%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1590355786726793218,https://twitter.com/i/web/status/1590355786726793218
1590352956259414017,https://twitter.com/i/web/status/1590352956259414017
1590334577838637056,https://twitter.com/i/web/status/1590334577838637056
1590209100981235712,https://bit.ly/3R0hk65
1590011328822919170,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fsamsung-43-tu69ut-crystal-uhd-4k-smart-tv-tizen%2FP03011218%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1589966118579576835,https://twitter.com/i/web/status/1589966118579576835
1589368321794887680,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fgarmin-fenix-6-sapphire-edition-carbon-gray-with-black-band%2FP03006620%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1589323001643864067,https://twitter.com/i/web/status/1589323001643864067
1589026824419512320,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2F14k-white-yellow-gold-round-oval-hoop-set-earrings%2FP03011255%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588981704848543745,https://twitter.com/i/web/status/1588981704848543745
1588963405939048459,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Ffrigidaire-44lbs-chewable-nugget-ice-maker%2FP03008423%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588960379396407298,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fshark-rotator-pet-pro-lift-away-adv-upright-vacuum-with-duo-clean%2FP03000658%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588957607158583297,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fclaremont-leather-sectional-ottoman%2Fprod21041635%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588948296441159682,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fp%2Fvizio-m7-series-quantum-58-class-4k-hdr-smart-tv%2FP03000859%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588945279897796608,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fb%2Finstant-savings%2F15660127%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588918219359899649,https://twitter.com/i/web/status/1588918219359899649
1588915232642109443,https://twitter.com/i/web/status/1588915232642109443
1588912297266876416,https://twitter.com/i/web/status/1588912297266876416
1588903109635489792,https://twitter.com/i/web/status/1588903109635489792
1588900104487976962,https://twitter.com/i/web/status/1588900104487976962
1588626225257451521,https://redirect.viglink.com?u=https%3A%2F%2Fwww.samsclub.com%2Fb%2Ftech-deals%2F1240109%3F&key=3e741ba3cb96df8645977315cc66410d&prodOvrd=RAC
1588581080499716096,https://twitter.com/i/web/status/1588581080499716096
